RestaurantID,Brand,CuisineType,Address,City,State,PostalCode,Country,Latitude,Longitude,SourceFile
LOC-011972,Panera Bread,Coffee & Bakery,2533 W KETTLEMAN LN,Lodi,CA,95242,US,38.1161,-121.3072,Datafiniti_Jun19
LOC-011973,McDonald's,Coffee & Bakery,44345 HWY 17,Vernon,AL,35592,US,33.7528,-88.1101,Datafiniti_Jun19
LOC-011974,McDonald's,Coffee & Bakery,4610 W KINGSHWY,Paragould,AR,72450,US,36.0595,-90.5473,Datafiniti_Jun19
LOC-011975,Sonic Drive-In,Chicken,404 NORTH MAIN,Hamburg,AR,71646,US,33.2283,-91.797,Datafiniti_Jun19
LOC-011976,KFC,Chicken,101 SIXTH STREET NORTH,Opelika,AL,36801,US,32.6513,-85.3778,Datafiniti_Jun19
LOC-011977,Panera Bread,Coffee & Bakery,1550 OPELIKA RD,Auburn,AL,36830,US,32.6233,-85.4474,Datafiniti_Jun19
LOC-011978,KFC,Chicken,2024 US HIGHWAY 78 EAST,Oxford,AL,36203,US,33.6142,-85.7882,Datafiniti_Jun19
LOC-011979,Church's Chicken,Chicken,2129 QUINTARD AVE,Anniston,AL,36201,US,33.6727,-85.8264,Datafiniti_Jun19
LOC-011980,Burger King,Burgers,21669 STATE ROAD 7,Boca Raton,FL,33428,US,26.354145,-80.203965,Datafiniti_Jun19
LOC-011981,Krispy Krunchy Chicken,Chicken,7723 PRINCE EDWARD HWY,Prospect,VA,23960,US,37.30367,-78.54664,Datafiniti_Jun19
LOC-011982,McDonald's,Coffee & Bakery,440 LINCOLN AVENUE SOUTH,Burlington,CO,80807,US,39.2967,-102.2783,Datafiniti_Jun19
LOC-011983,Taco Bell,Mexican,11893 E COLONIAL DR,Orlando,FL,32826,US,28.5672,-81.2056,Datafiniti_Jun19
LOC-011984,Krystal,Burgers,1931 EATONTON HWY,Madison,GA,30650,US,33.5597,-83.4775,Datafiniti_Jun19
LOC-011985,McDonald's,Burgers,620 S INTERSTATE 35,Georgetown,TX,78628,US,30.643873,-97.686874,Datafiniti_Jun19
LOC-011986,McDonald's,Coffee & Bakery,206 N MAIN ST,Baxley,GA,31513,US,31.7798,-82.3477,Datafiniti_Jun19
LOC-011987,McDonald's,Coffee & Bakery,713 W NOBLE AVE,Williston,FL,32696,US,29.3858,-82.4564,Datafiniti_Jun19
LOC-011988,McDonald's,Coffee & Bakery,2132 S US HIGHWAY 19,Perry,FL,32348,US,30.0976,-83.5818,Datafiniti_Jun19
LOC-011989,McDonald's,Coffee & Bakery,411 CENTRAL AVENUE E,Hampton,IA,50441,US,42.7415,-93.202,Datafiniti_Jun19
LOC-011990,Subway,Sandwich,107 HIGHWAY 150 N,West Union,IA,52175,US,42.9602,-91.8143,Datafiniti_Jun19
LOC-011991,Taco Bell,Mexican,302 NORTH MAIN STREET,Wrens,GA,30833,US,33.2111,-82.3858,Datafiniti_Jun19
LOC-011992,KFC,Chicken,1135 SOUTH LEWIS STREET,Metter,GA,30439,US,32.3772,-82.0622,Datafiniti_Jun19
LOC-011993,Jersey Mike's Subs,Sandwich,1710 GOLD HILL RD,Fort Mill,SC,29708,US,35.0614,-80.99283,Datafiniti_Jun19
LOC-011994,Pizza Hut,Pizza,23118 STATE ROAD 54,Lutz,FL,33549,US,28.1852,-82.4343,Datafiniti_Jun19
LOC-011995,Masaki Kyoto Japanese Restaurant,Other Fast Food,320 F ST,Eureka,CA,95501,US,40.80317,-124.16638,Datafiniti_Jun19
LOC-011996,Bob Evans,Other Fast Food,9970 COLERAIN AVE,Cincinnati,OH,45251,US,39.199773,-84.578987,Datafiniti_Jun19
LOC-011997,Subway,Pizza,1042 E AVENUE J,Lancaster,CA,93535,US,34.689339,-118.111461,Datafiniti_Jun19
LOC-011998,Chick-Fil-A,Chicken,445 W 79TH ST,Chanhassen,MN,55317,US,44.8591,-93.5358,Datafiniti_Jun19
LOC-011999,McDonald's,Burgers,18423 US HIGHWAY 20,Goshen,IN,46528,US,41.66741,-85.81966,Datafiniti_Jun19
LOC-012000,KFC,Chicken,1900 CASSOPOLIS ST,Elkhart,IN,46514,US,41.71021387,-85.97162247,Datafiniti_Jun19
LOC-012001,Boston Market,Chicken,5615 W FRIENDLY AVE,Greensboro,NC,27410,US,36.088989,-79.886198,Datafiniti_Jun19
LOC-012002,KFC,Chicken,14081 SW 88TH ST,Miami,FL,33186,US,25.6856,-80.4213,Datafiniti_Jun19
LOC-012003,Taco Bell,Mexican,3062 LANCASTER HIGHWAY,Richburg,SC,29729,US,34.7465,-81.0405,Datafiniti_Jun19
LOC-012004,Church's Chicken,Chicken,2436 TAYLOR ST,Columbia,SC,29204,US,34.026035,-81.00465,Datafiniti_Jun19
LOC-012005,Hardee's,Burgers,5408 GEORGE WASHINGTON MEM HWY,Yorktown,VA,23692,US,37.159084,-76.462849,Datafiniti_Jun19
LOC-012006,Fox's Pizza Den,Pizza,1644B VALLEY RD,Berkeley Springs,WV,25411,US,39.58736,-78.219215,Datafiniti_Jun19
LOC-012007,Sonic Drive-In,Chicken,208 E MAIN ST,Weatherford,OK,73096,US,35.52574,-98.70564,Datafiniti_Jun19
LOC-012008,Churchs Chicken,Chicken,3255 W 117TH ST,Cleveland,OH,44111,US,41.464745,-81.768873,Datafiniti_Jun19
LOC-012009,Dairy Queen,Ice Cream & Dessert,1137 TSALI BLVD,Cherokee,NC,28719,US,35.493,-83.31414,Datafiniti_Jun19
LOC-012010,Burger King,Burgers,21 MEDICAL CENTER DR,Dawsonville,GA,30534,US,34.36625,-84.03679,Datafiniti_Jun19
LOC-012011,Sabrina's Lunch In A Box,Coffee & Bakery,909 ALDER AVE,Sumner,WA,98390,US,47.20256,-122.240265,Datafiniti_Jun19
LOC-012012,Subway,Sandwich,1220 N MIDKIFF RD,Midland,TX,79701,US,32.001818,-102.118753,Datafiniti_Jun19
LOC-012013,Dairy Queen,Ice Cream & Dessert,2620 N BROAD ST,Colmar,PA,18915-9423,US,40.26671,-75.2552,Datafiniti_Jun19
LOC-012014,Panino's Italian Restaurant,Pizza,310 W PROSPECT RD,Fort Collins,CO,80526-2005,US,40.567314,-105.082954,Datafiniti_Jun19
LOC-012015,Gardena Bowl Coffee Shop,Coffee & Bakery,15707 S VERMONT AVE,Gardena,CA,90247-4328,US,33.888294,-118.292015,Datafiniti_Jun19
LOC-012016,Harvester Restaurant,Other Fast Food,410 1ST ST,Cheney,WA,99004,US,47.48726,-117.57562,Datafiniti_Jun19
LOC-012017,Chipotle Mexican Grill,Mexican,2 BROADWAY,New York,NY,10004-2207,US,40.70433,-74.01305,Datafiniti_Jun19
LOC-012018,Subway,Sandwich,1424 SUMMIT AVE,Oconomowoc,WI,53066-4618,US,43.08544,-88.47356,Datafiniti_Jun19
LOC-012019,Panera Bread,Coffee & Bakery,30 PARK AVE,Willow Grove,PA,19090-3218,US,40.143166,-75.11838,Datafiniti_Jun19
LOC-012020,Sonic Drive-In,Chicken,2407 S OLIVE ST,Pine Bluff,AR,71601,US,34.20482,-92.00648,Datafiniti_Jun19
LOC-012021,Domino's Pizza,Pizza,100 FISH LAKE RD,Atkins,AR,72823,US,35.22079,-92.82588,Datafiniti_Jun19
LOC-012022,D's Tamales Togo,Chicken,268 FOREST RD,Bessemer,AL,35023,US,33.4525,-86.98217,Datafiniti_Jun19
LOC-012023,Chick-Fil-A,Chicken,700 HAYWOOD RD STE 102,Greenville,SC,29607,US,34.849019,-82.333888,Datafiniti_Jun19
LOC-012024,Panda Express,Other Fast Food,5009 VICTORY BLVD,Yorktown,VA,23693,US,37.1164,-76.4644,Datafiniti_Jun19
LOC-012025,Bibibop Asian Grill,Other Fast Food,1200 BROWN ST,Dayton,OH,45409,US,39.74141,-84.18182,Datafiniti_Jun19
LOC-012026,Jersey Mike's Subs,Sandwich,7468 BROADVIEW RD,Cleveland,OH,44134,US,41.363369,-81.68543,Datafiniti_Jun19
LOC-012027,Arby's,Sandwich,937 W STATE RD,American Fork,UT,84003,US,40.387006,-111.823512,Datafiniti_Jun19
LOC-012028,Burky's Grill,Ice Cream & Dessert,4001 N KINGS HWY,Myrtle Beach,SC,29577,US,33.71739,-78.85469,Datafiniti_Jun19
LOC-012029,Wingstop Restaurant,Chicken,2700 RICHMOND RD,Texarkana,TX,75503,US,33.46021,-94.0898,Datafiniti_Jun19
LOC-012030,Fox's Pizza Den,Pizza,101 N WASHINGTON AVE,Elkins,WV,26241,US,38.92896,-79.85892,Datafiniti_Jun19
LOC-012031,Chipotle Mexican Grill,Mexican,18 MALL RD,Barboursville,WV,25504,US,38.41592,-82.26003,Datafiniti_Jun19
LOC-012032,Kfc,Chicken,4015 MAIN ST,Weirton,WV,26062,US,40.39343,-80.59301,Datafiniti_Jun19
LOC-012033,Pizza Hut,Pizza,2935 S FISH HATCHERY RD,Madison,WI,53711,US,43.01444,-89.42728,Datafiniti_Jun19
LOC-012034,Dairy Queen,Ice Cream & Dessert,1800 SIMPSON AVE,Aberdeen,WA,98520,US,46.97539,-123.83795,Datafiniti_Jun19
LOC-012035,Kfc,Chicken,2210 W COURT ST,Pasco,WA,99301,US,46.24102,-119.12095,Datafiniti_Jun19
LOC-012036,Sonic Drive-In,Burgers,790 E MAIN ST,Wytheville,VA,24382,US,36.954,-81.07607,Datafiniti_Jun19
LOC-012037,The Mad Italian Pasta Steak House,Pizza,2545 S CRATER RD,Petersburg,VA,23805,US,37.198,-77.37628,Datafiniti_Jun19
LOC-012038,Captain D'S,Other Fast Food,245 E ANDREW JOHNSON HWY,Greeneville,TN,37745,US,36.18045,-82.81837,Datafiniti_Jun19
LOC-012039,Kfc,Chicken,2810 CENTRAL FWY,Wichita Falls,TX,76306,US,33.95201,-98.52729,Datafiniti_Jun19
LOC-012040,Kfc,Chicken,1237 STAFFORD DR,Princeton,WV,24740,US,37.36147,-81.09734,Datafiniti_Jun19
LOC-012041,Subway,Sandwich,111 N BRINDLEE MOUNTAIN PKWY,Arab,AL,35016,US,34.3183,-86.5033,Datafiniti_Jun19
LOC-012042,Arby's,Sandwich,1107 N 3RD AVE,Chatsworth,GA,30705,US,34.78737,-84.77234,Datafiniti_Jun19
LOC-012043,Burger King,Burgers,3089 WILMA RUDOLPH BLVD,Clarksville,TN,37040,US,36.59683,-87.285747,Datafiniti_Jun19
LOC-012044,Dairy Queen,Ice Cream & Dessert,208 HEDGEROW LN,Yorktown,VA,23693,US,37.123146,-76.462715,Datafiniti_Jun19
LOC-012045,Pizza Hut,Pizza,5000 MERCURY BLVD,Newport News,VA,23605,US,37.020786,-76.442218,Datafiniti_Jun19
LOC-012046,Fireplace Restaurant & Lounge,Other Fast Food,2075 E WESTERN RESERVE RD,Youngstown,OH,44514,US,40.987926,-80.61215,Datafiniti_Jun19
LOC-012047,McDonald's,Burgers,3315 PACIFIC AVE,Forest Grove,OR,97116,US,45.520612,-123.089019,Datafiniti_Jun19
LOC-012048,Wendy's,Burgers,5741 CLARK ROAD,Sarasota,FL,34233,US,27.2699,-82.4551,Datafiniti_Jun19
LOC-012049,Arby's,Sandwich,1701 E MAIN ST,Montrose,CO,81401,US,38.4884,-107.8616,Datafiniti_Jun19
LOC-012050,Arby's,Sandwich,2640 OVERLOOK LN NW,Mandan,ND,58554,US,46.84827,-100.90973,Datafiniti_Jun19
LOC-012051,Kfc,Chicken,1316 N 6TH STREET,Beatrice,NE,68310,US,40.27916,-96.74649,Datafiniti_Jun19
LOC-012052,Imo's Pizza,Pizza,632 S BISHOP AVENUE,Rolla,MO,65401,US,37.93597,-91.77825,Datafiniti_Jun19
LOC-012053,Dairy Queen Grill Chill,Ice Cream & Dessert,1303 N BISHOP AVENUE,Rolla,MO,65401,US,37.95446,-91.77743,Datafiniti_Jun19
LOC-012054,Hardee's,Burgers,101 S WESTWOOD BOULEVARD,Poplar Bluff,MO,63901,US,36.75713,-90.4084,Datafiniti_Jun19
LOC-012055,Taco Bell,Mexican,2761 N WESTWOOD BOULEVARD,Poplar Bluff,MO,63901,US,36.78542,-90.42937,Datafiniti_Jun19
LOC-012056,Domino's Pizza,Pizza,503 S MAIN STREET,Sikeston,MO,63801,US,36.87512,-89.57877,Datafiniti_Jun19
LOC-012057,Sonic Drive-In,Chicken,1045 E 10TH STREET,Roanoke Rapids,NC,27870,US,36.45097,-77.64732,Datafiniti_Jun19
LOC-012058,Sonic Drive-In - Temporarily Closed,Chicken,697 W INDEPENDENCE BOULEVARD,Mount Airy,NC,27030,US,36.50038,-80.61899,Datafiniti_Jun19
LOC-012059,Subway,Sandwich,468 STANAFORD RD,Beckley,WV,25801,US,37.80303,-81.16685,Datafiniti_Jun19
LOC-012060,McDonald's,Burgers,2930 ROBERT C BYRD DR,Beckley,WV,25801,US,37.77674,-81.19436,Datafiniti_Jun19
LOC-012061,KFC,Chicken,904 RITTER DR,Beaver,WV,25813,US,37.748628,-81.134415,Datafiniti_Jun19
LOC-012062,Dairy Queen,Ice Cream & Dessert,57 STAUNTON DR,Weston,WV,26452,US,39.02051,-80.41875,Datafiniti_Jun19
LOC-012063,Subway,Sandwich,517 BIG THOMPSON AVE UNIT 110,Estes Park,CO,80517,US,40.37864,-105.51603,Datafiniti_Jun19
LOC-012064,Jackson's Bar & Oven,Pizza,135 4TH ST,Santa Rosa,CA,95401,US,38.438133,-122.71971,Datafiniti_Jun19
LOC-012065,Pizza Hut,Pizza,9578 SW 137TH AVE,Miami,FL,33186,US,25.6781,-80.4173,Datafiniti_Jun19
LOC-012066,Subway,Sandwich,195 US HIGHWAY 27 S,South Bay,FL,33493,US,26.66236,-80.71498,Datafiniti_Jun19
LOC-012067,KFC,Chicken,959 S MAIN ST,Belle Glade,FL,33430,US,26.6735,-80.67,Datafiniti_Jun19
LOC-012068,Burger King,Burgers,7989 STATE ROAD 50,Groveland,FL,34736,US,28.5585981,-81.82117429,Datafiniti_Jun19
LOC-012069,Zippers Restaurant Lounge,Other Fast Food,475 N GENERALS BOULEVARD,Lincolnton,NC,28092,US,35.48942,-81.24547,Datafiniti_Jun19
LOC-012070,Foster's Grille,Burgers,728 SW PINE ISLAND RD STE 1,Cape Coral,FL,33991,US,26.6437,-81.9917,Datafiniti_Jun19
LOC-012071,Burger King,Burgers,2403 W WHEATLAND RD,Dallas,TX,75237,US,32.647776,-96.857875,Datafiniti_Jun19
LOC-012072,Subway,Sandwich,1525 CYPRESS CREEK RD STE C,Cedar Park,TX,78613,US,30.48066,-97.83358,Datafiniti_Jun19
LOC-012073,Pizza Hut,Pizza,1827 W NORTHWEST BLVD,Spokane,WA,99205,US,47.680682,-117.439521,Datafiniti_Jun19
LOC-012074,Whataburger,Burgers,4021 INTERSTATE HIGHWAY 69 ACCESS RD,Corpus Christi,TX,78410,US,27.85699,-97.63067,Datafiniti_Jun19
LOC-012075,Subway,Sandwich,918 HYATT ST,Gaffney,SC,29341,US,35.0791,-81.703,Datafiniti_Jun19
LOC-012076,Pizza Hut,Pizza,915 S MAIN ST,Farmville,VA,23901,US,37.31131,-78.386765,Datafiniti_Jun19
LOC-012077,Taco Bell,Mexican,21 PERRY MORRIS SQ,Milton,WV,25541,US,38.413982,-82.14578,Datafiniti_Jun19
LOC-012078,Subway,Sandwich,5560 MCCLELLAN BLVD,Anniston,AL,36206,US,33.719355,-85.817895,Datafiniti_Jun19
LOC-012079,Wendy's,Burgers,163 HIGHWAY 15 N,Pontotoc,MS,38863,US,34.25386,-89.01857,Datafiniti_Jun19
LOC-012080,Mambo Grill and Tapas,Other Fast Food,1024 S FULTON STREET,Salisbury,NC,28144,US,35.66197,-80.48427,Datafiniti_Jun19
LOC-012081,Mai Tai Restaurant,Other Fast Food,109 HENDERSON DRIVE,Jacksonville,NC,28540,US,34.7607,-77.4178,Datafiniti_Jun19
LOC-012082,Val's Rapid Service,Burgers,628 E SAINT GERMAIN STREET,Saint Cloud,MN,56304,US,45.56756,-94.14539,Datafiniti_Jun19
LOC-012083,Zack's Char-Grill,Burgers,618 E MARKET STREET,Smithfield,NC,27577,US,35.50876,-78.34095,Datafiniti_Jun19
LOC-012084,Popeyes Louisiana Kitchen,Chicken,106 PISGAH CHURCH RD,Greensboro,NC,27455,US,36.134049,-79.79087,Datafiniti_Jun19
LOC-012085,Taco Bell,Mexican,12930 CENTRAL AVE SE,Albuquerque,NM,87123,US,35.06869,-106.503616,Datafiniti_Jun19
LOC-012086,Taco Bell,Mexican,1560 MALL DRIVE CD-13 NB,Norfolk,VA,23511,US,36.943041,-76.309698,Datafiniti_Jun19
LOC-012087,Burger KingPopeyes,Chicken,239-25 LINDEN BLVD,Elmont,NY,11003,US,40.690328,-73.723623,Datafiniti_Jun19
LOC-012088,Dairy Queen,Ice Cream & Dessert,720 W GARY BLVD,Clinton,OK,73601,US,35.515199,-98.969529,Datafiniti_Jun19
LOC-012089,Sbarro,Pizza,201 W MAIN STREET,Newark,DE,19702,US,39.66856,-75.66584,Datafiniti_Jun19
LOC-012090,Sonic Drive-In,Chicken,1002 PARIS ROAD,Mayfield,KY,42066,US,36.72948,-88.63103,Datafiniti_Jun19
LOC-012091,Church's Chicken Of Birmingham,Chicken,1803 CAROLINA AVENUE,Bessemer,AL,35020,US,33.399574,-86.95105,Datafiniti_Jun19
LOC-012092,Pasquale's Pizza & Italian Eatery,Pizza,171 S STATE ROAD 7,Wellington,FL,33414,US,26.6673,-80.20303,Datafiniti_Jun19
LOC-012093,Burger King,Burgers,2511 W COLLEGE AVE,Appleton,WI,54914,US,44.261424,-88.446788,Datafiniti_Jun19
LOC-012094,McDonald's,Burgers,1360 N BURKHART ROAD,Howell,MI,48855,US,42.61914,-83.99166,Datafiniti_Jun19
LOC-012095,Subway,Sandwich,1850 ADAMS ST STE 620,Mankato,MN,56001,US,44.17294,-93.95463,Datafiniti_Jun19
LOC-012096,Quiznos,Sandwich,317 FRAZEE SAINT E,Detroit Lakes,MN,56501,US,46.815853,-95.84237,Datafiniti_Jun19
LOC-012097,Miguel's Tacos,Mexican,129 VETERANS MEMORIAL PARKWAY,Detroit Lakes,MN,56501,US,46.81831,-95.84365,Datafiniti_Jun19
LOC-012098,Burger King,Burgers,451 BROADWAY ST,Eielson Afb,AK,99702,US,64.67352,-147.0805,Datafiniti_Jun19
LOC-012099,Culver's,Ice Cream & Dessert,5742 TYLERSVILLE ROAD,Mason,OH,45040,US,39.35192,-84.32127,Datafiniti_Jun19
LOC-012100,Gross' Burgers,Sandwich,25 HENDERSON STREET,Danville,IL,61832,US,40.07675,-87.63377,Datafiniti_Jun19
LOC-012101,Wendy's,Burgers,1305 7TH ST S,Clanton,AL,35045,US,32.81928,-86.60985,Datafiniti_Jun19
LOC-012102,Domino's Pizza,Pizza,1447 7TH ST S,Clanton,AL,35045,US,32.81686,-86.6063,Datafiniti_Jun19
LOC-012103,Quiznos,Sandwich,505 PELHAM RD N STE A,Jacksonville,AL,36265,US,33.81897,-85.76091,Datafiniti_Jun19
LOC-012104,Church's Chicken,Chicken,105 SHELTON BEACH ROAD,Saraland,AL,36571,US,30.82281,-88.07335,Datafiniti_Jun19
LOC-012105,Popeyes Louisiana Kitchen,Chicken,1221 HIGHLAND AVENUE,Selma,AL,36703,US,32.43183,-87.0203,Datafiniti_Jun19
LOC-012106,Jimmy John's,Sandwich,121 BRENNER AVENUE,Salisbury,NC,28144,US,35.651497,-80.488945,Datafiniti_Jun19
LOC-012107,Hardee's,Burgers,5870 WALL TRIANA HWAY,Madison,AL,35758,US,34.75166,-86.75023,Datafiniti_Jun19
LOC-012108,Captain D's Seafood Kitchen,Other Fast Food,1381 1ST ST N,Alabaster,AL,35007,US,33.26094,-86.81217,Datafiniti_Jun19
LOC-012109,Sonic Drive-In,Chicken,321 GREENO RD S,Fairhope,AL,36532,US,30.51797,-87.88557,Datafiniti_Jun19
LOC-012110,Panera Bread,Coffee & Bakery,21 COMMONS WAY,Oxford,AL,36203,US,33.60772,-85.78711,Datafiniti_Jun19
LOC-012111,Domino's Pizza,Pizza,509 HIGHWAY 78 W,Jasper,AL,35501,US,33.84884,-87.2813,Datafiniti_Jun19
LOC-012112,China Lin,Other Fast Food,1122 HIGHWAY 280 BYPASS,Phenix City,AL,36867,US,32.45388,-85.00613,Datafiniti_Jun19
LOC-012113,Gulf Island Grill,Sandwich,244 E BEACH BOULEVARD,Gulf Shores,AL,36542,US,30.24935,-87.68607,Datafiniti_Jun19
LOC-012114,King Neptune's Seafood Restaurant,Other Fast Food,1137 GULF SHORES PARKWAY,Gulf Shores,AL,36542,US,30.26133,-87.68903,Datafiniti_Jun19
LOC-012115,Panera Bread,Coffee & Bakery,100 S COLONIAL DRIVE,Alabaster,AL,35007,US,33.22693,-86.80386,Datafiniti_Jun19
LOC-012116,Ricks on the River,Chicken,2305 N WILLOW AVENUE,Tampa,FL,33607,US,27.96353,-82.47393,Datafiniti_Jun19
LOC-012117,Arby's,Sandwich,417 S. PARROTT AVE,Okeechobee,FL,34974,US,27.2393,-80.8295,Datafiniti_Jun19
LOC-012118,Emidio Sons Italian Restaurant,Pizza,636 N MAIN STREET,Akron,OH,44310,US,41.10253,-81.51114,Datafiniti_Jun19
LOC-012119,Sonic Drive-In,Chicken,395 CHARLIE SMITH SR. HWY,Saint Marys,GA,31558,US,30.7561,-81.5767,Datafiniti_Jun19
LOC-012120,Pizza Hut,Pizza,2185 POST OAK LN,Marianna,FL,32448,US,30.7238,-85.1849,Datafiniti_Jun19
LOC-012121,McDonald's,Coffee & Bakery,1675 ST LUCIE WEST BLVD,Port Saint Lucie,FL,34986,US,27.3152,-80.4023,Datafiniti_Jun19
LOC-012122,Popeye's Chicken & Biscuits,Chicken,3291 W BROWARD BLVD,Fort Lauderdale,FL,33312,US,26.1214,-80.1893,Datafiniti_Jun19
LOC-012123,Subway,Sandwich,1302 DRIVE,Paola,KS,66071,US,38.57414,-94.8618,Datafiniti_Jun19
LOC-012124,Culver's,Ice Cream & Dessert,1925 PRAIRIE CROSSING STREET,Kansas City,KS,66111,US,39.12798,-94.8205,Datafiniti_Jun19
LOC-012125,Taco John's,Mexican,216 S 10TH STREET,Atchison,KS,66002,US,39.55951,-95.12691,Datafiniti_Jun19
LOC-012126,Dairy Queen Grill Chill,Ice Cream & Dessert,1404 BRANCH STREET,Platte City,MO,64079,US,39.36088,-94.77077,Datafiniti_Jun19
LOC-012127,Planet Sub,Sandwich,6705 W 119TH STREET,Leawood,KS,66209,US,38.91246,-94.66357,Datafiniti_Jun19
LOC-012128,Domino's Pizza,Pizza,3926 E 13TH ST N,Wichita,KS,67208,US,37.709,-97.28933,Datafiniti_Jun19
LOC-012129,Burger King,Burgers,620 SE 36TH STREET,Newton,KS,67114,US,37.9996,-97.33353,Datafiniti_Jun19
LOC-012130,Pizza Hut,Pizza,1659 S WEBB ROAD,Wichita,KS,67207,US,37.66292,-97.2268,Datafiniti_Jun19
LOC-012131,Jimmy's Classic Drive-In,Sandwich,515 NE E STREET,Grants Pass,OR,97526,US,42.43915,-123.32094,Datafiniti_Jun19
LOC-012132,Whataburger,Burgers,202 S INTERSTATE 35,Georgetown,TX,78628,US,30.649596,-97.681238,Datafiniti_Jun19
LOC-012133,McDonald's,Coffee & Bakery,2490 NORTH COLUMBIA STREET,Milledgeville,GA,31061,US,33.1129,-83.2594,Datafiniti_Jun19
LOC-012134,Dairy Queen Grill & Chill,Ice Cream & Dessert,1407 TIFT AVE,Tifton,GA,31794,US,31.4659,-83.5026,Datafiniti_Jun19
LOC-012135,Wendy's,Burgers,190 COLLINS ROAD,Cedar Rapids,IA,52402,US,42.0284,-91.6288,Datafiniti_Jun19
LOC-012136,Taco John's,Mexican,500 LINCOLN WAY,Ames,IA,50010,US,42.0226,-93.6172,Datafiniti_Jun19
LOC-012137,Cook Out,Burgers,9705 N TRYON ST,Charlotte,NC,28262,US,35.31809,-80.73765,Datafiniti_Jun19
LOC-012138,Frisch's Big Boy,Sandwich,301 S 9TH ST,Ironton,OH,45638,US,38.537,-82.67787,Datafiniti_Jun19
LOC-012139,AW All-American Food,Burgers,1019 E CRAWFORD STREET,Salina,KS,67401,US,38.82736,-97.59451,Datafiniti_Jun19
LOC-012140,Taco Bell,Mexican,1700 W CRAWFORD STREET,Salina,KS,67401,US,38.82767,-97.63332,Datafiniti_Jun19
LOC-012141,Taco John's,Mexican,1906 N ROCK RD 100,Derby,KS,67037,US,37.56671,-97.2443,Datafiniti_Jun19
LOC-012142,Hardee's,Burgers,1015 S BROADWAY STREET,Pittsburg,KS,66762,US,37.39865,-94.7044,Datafiniti_Jun19
LOC-012143,Jims Fat Burger,Burgers,6901 PROSPECT AVENUE,Kansas City,MO,64132,US,39.00142,-94.55647,Datafiniti_Jun19
LOC-012144,Pizza Hut,Pizza,835 NORTHCREST DR,Crescent City,CA,95531,US,41.7642,-124.197,Datafiniti_Jun19
LOC-012145,Golden Teriyaki,Other Fast Food,1285 N GRAND AVENUE,Pullman,WA,99163,US,46.74186,-117.17146,Datafiniti_Jun19
LOC-012146,Wild Sage American Bistro,Other Fast Food,916 W 2ND AVENUE,Spokane,WA,99201,US,47.65466,-117.42565,Datafiniti_Jun19
LOC-012147,McDonald's,Burgers,351 BROADVIEW AVENUE,Warrenton,VA,20186,US,38.72634,-77.80302,Datafiniti_Jun19
LOC-012148,Pizza Hut,Pizza,801 UNIVERSITY CITY BLVD STE 11,Blacksburg,VA,24060,US,37.23379,-80.43412,Datafiniti_Jun19
LOC-012149,Kfc,Chicken,2037 LEE HWAY,Bristol,VA,24201,US,36.62448,-82.16003,Datafiniti_Jun19
LOC-012150,Horizon's Hamburger Palace,Burgers,2500 NE SEWARD AVENUE,Topeka,KS,66616,US,39.05914,-95.63961,Datafiniti_Jun19
LOC-012151,Taco Bell,Mexican,300 CLEVELAND,Muscatine,IA,52761,US,41.4524,-91.0295,Datafiniti_Jun19
LOC-012152,Taco Bell,Mexican,412 SOUTH MAIN STREET,Swainsboro,GA,30401,US,32.5886,-82.3272,Datafiniti_Jun19
LOC-012153,Latah Bistro,Other Fast Food,4241 S CHENEY SPOKANE RD STE C,Spokane,WA,99224,US,47.61496,-117.43039,Datafiniti_Jun19
LOC-012154,Bacni's Pizza House And Ice Cream,Pizza,3719 COLUMBUS AVENUE,Sandusky,OH,44870,US,41.41402,-82.68693,Datafiniti_Jun19
LOC-012155,McDonald's,Coffee & Bakery,1488 S MAIN ST,Willits,CA,95490,US,39.3946,-123.3495,Datafiniti_Jun19
LOC-012156,Burger King,Burgers,12781 VAN NUYS BLVD,Pacoima,CA,91331,US,34.273968,-118.411256,Datafiniti_Jun19
LOC-012157,Jack in the Box,Chicken,950 N GATEWAY DR,Madera,CA,93637,US,36.974,-120.0743,Datafiniti_Jun19
LOC-012158,Burger King,Burgers,117 S WHITE SANDS BLVD,Alamogordo,NM,88310,US,32.88908,-105.95968,Datafiniti_Jun19
LOC-012159,Jimmy Johns,Sandwich,14299 CLAY TERRACE BLVD,Carmel,IN,46032,US,39.995192,-86.128863,Datafiniti_Jun19
LOC-012160,Krispy's Fried Chicken Seafood,Chicken,3009 S HILLSIDE STREET,Wichita,KS,67216,US,37.63841,-97.29941,Datafiniti_Jun19
LOC-012161,Luigi's Italian Restaurant,Other Fast Food,245 W MAIN AVENUE,Spokane,WA,99201,US,47.65873,-117.41523,Datafiniti_Jun19
LOC-012162,Domino's Pizza,Pizza,198 HOOSICK STREET,Troy,NY,12180,US,42.73865,-73.67387,Datafiniti_Jun19
LOC-012163,Domino's Pizza,Pizza,1517 MOUNT HOPE AVENUE,Rochester,NY,14620,US,43.12043,-77.61987,Datafiniti_Jun19
LOC-012164,Tat Ristorante Di Famiglia,Pizza,1210 S JAMES ROAD,Columbus,OH,43227,US,39.94657,-82.91452,Datafiniti_Jun19
