RestaurantID,Brand,CuisineType,Address,City,State,PostalCode,Country,Latitude,Longitude,SourceFile
LOC-000001,Sonic Drive-In,Burgers,800 N CANAL BLVD,Thibodaux,LA,70301,US,29.814697,-90.814742,Datafiniti_2018
LOC-000002,McDonald's,Burgers,3131 N MAYFAIR RD,Milwaukee,WI,53222,US,43.075749,-88.048034,Datafiniti_2018
LOC-000003,McDonald's,Burgers,2626 ALLEN BLVD,Middleton,WI,53562,US,43.103943,-89.487109,Datafiniti_2018
LOC-000004,McDonald's,Burgers,210 3RD ST,Saint Marys,WV,26170,US,39.385372,-81.210365,Datafiniti_2018
LOC-000005,McDonald's,Burgers,210 CABELA DR,Triadelphia,WV,26059,US,40.060609,-80.600557,Datafiniti_2018
LOC-000006,Burger King,Burgers,1 MARIPOSA ST,Vallejo,CA,94590,US,38.105919,-122.231822,Datafiniti_2018
LOC-000007,Burger King,Burgers,681 ELMIRA RD,Vacaville,CA,95687,US,38.351905,-121.950658,Datafiniti_2018
LOC-000008,Burger King,Burgers,8810 GARFIELD AVE,South Gate,CA,90280,US,33.950455,-118.164355,Datafiniti_2018
LOC-000009,Burger King,Burgers,13796 MONO WAY,Sonora,CA,95370,US,37.977772,-120.326176,Datafiniti_2018
LOC-000010,Burger King,Burgers,700 GRAVENSTEIN HWY N,Sebastopol,CA,95472,US,38.407691,-122.838681,Datafiniti_2018
LOC-000011,Burger King,Burgers,227 MOUNT HERMON RD,Scotts Valley,CA,95066,US,37.045364,-122.027401,Datafiniti_2018
LOC-000012,Burger King,Burgers,741 STONY POINT RD,Santa Rosa,CA,95407,US,38.428141,-122.741898,Datafiniti_2018
LOC-000013,Burger King,Burgers,2542 GUERNEVILLE RD,Santa Rosa,CA,95401,US,38.452162,-122.770695,Datafiniti_2018
LOC-000014,McDonald's,Burgers,3137 S 76TH ST,Milwaukee,WI,53219,US,42.987434,-88.008084,Datafiniti_2018
LOC-000015,McDonald's,Burgers,3760 WILLIAM PENN HWY,Monroeville,PA,15146,US,40.435713,-79.786683,Datafiniti_2018
LOC-000016,McDonald's,Burgers,3820 WILLIAM PENN HWY,Murrysville,PA,15668,US,40.427214,-79.698899,Datafiniti_2018
LOC-000017,McDonald's,Burgers,180 MARKET ST,Nesquehoning,PA,18240,US,40.855364,-75.817927,Datafiniti_2018
LOC-000018,Taco Bell,Mexican,336 S ANDOVER RD,Andover,KS,67002,US,37.683294,-97.135292,Datafiniti_2018
LOC-000019,Taco Bell,Mexican,721 N MAIN ST,El Dorado,KS,67042,US,37.825028,-96.849676,Datafiniti_2018
LOC-000020,Taco Bell,Mexican,1808 CALUMET AVE,Valparaiso,IN,46383,US,41.484701,-87.051313,Datafiniti_2018
LOC-000021,Taco Bell,Mexican,2326 N 6TH ST,Vincennes,IN,47591,US,38.688702,-87.506492,Datafiniti_2018
LOC-000022,Taco Bell,Mexican,1016 SAGAMORE PKWY W,West Lafayette,IN,47906,US,40.453434,-86.923544,Datafiniti_2018
LOC-000023,Taco Bell,Mexican,3208 LINCOLNWAY W,South Bend,IN,46628,US,41.204802,-85.552589,Datafiniti_2018
LOC-000024,Taco Bell,Mexican,231 N DIXIE WAY,South Bend,IN,46637,US,41.718221,-86.250432,Datafiniti_2018
LOC-000025,Burger King,Burgers,2739 SANTA ROSA AVE,Santa Rosa,CA,95407,US,38.41107,-122.713875,Datafiniti_2018
LOC-000026,Taco Bell,Mexican,1509 E TIPTON ST,Seymour,IN,47274,US,38.958125,-85.866893,Datafiniti_2018
LOC-000027,McDonald's,Burgers,502 POTTSTOWN AVE,Pennsburg,PA,18073,US,40.393075,-75.502293,Datafiniti_2018
LOC-000028,McDonald's,Burgers,503 CONSTITUTION AVE,Perkasie,PA,18944,US,40.364075,-75.298555,Datafiniti_2018
LOC-000029,McDonald's,Burgers,635 S TROOPER RD,Norristown,PA,19403,US,40.128214,-75.40414,Datafiniti_2018
LOC-000030,McDonald's,Burgers,6040 YORK RD,New Oxford,PA,17350,US,39.869575,-77.03161,Datafiniti_2018
LOC-000031,McDonald's,Burgers,828 W MAIN ST,New Holland,PA,17557,US,40.092579,-76.116848,Datafiniti_2018
LOC-000032,McDonald's,Burgers,324 W BRIDGE ST,New Hope,PA,18938,US,40.363318,-74.965391,Datafiniti_2018
LOC-000033,Taco Bell,Mexican,4018 GRANT LINE RD,New Albany,IN,47150,US,38.338296,-85.817492,Datafiniti_2018
LOC-000034,Taco Bell,Mexican,1203 E 30TH AVE,Hutchinson,KS,67502,US,38.08646,-97.907805,Datafiniti_2018
LOC-000035,Arby's,Sandwich,510 N DUPONT HWY,Georgetown,DE,19947,US,38.700392,-75.400598,Datafiniti_2018
LOC-000036,Arby's,Other Fast Food,101 SANDHILL DR,Middletown,DE,19709,US,39.451544,-75.726354,Datafiniti_2018
LOC-000037,Burger King,Burgers,6351 HEMBREE LN,Windsor,CA,95492,US,38.526376,-122.787462,Datafiniti_2018
LOC-000038,Burger King,Burgers,14868 BEAR VALLEY RD,Victorville,CA,92395,US,34.47086,-117.339542,Datafiniti_2018
LOC-000039,Burger King,Burgers,12077 PALMDALE RD,Victorville,CA,92392,US,34.506691,-117.399733,Datafiniti_2018
LOC-000040,Burger King,Burgers,21 W MAIN ST,Ventura,CA,93001,US,34.281441,-119.301079,Datafiniti_2018
LOC-000041,Subway,Sandwich,1214 E CHAMP CLARK DR,Bowling Green,MO,63334,US,39.333764,-91.180644,Datafiniti_2018
LOC-000042,Subway,Sandwich,1900 MAPLEWOOD COMMONS DR,Saint Louis,MO,63143,US,38.616867,-90.33432,Datafiniti_2018
LOC-000043,Subway,Sandwich,10990 NEW HALLS FERRY RD,Saint Louis,MO,63136,US,38.770116,-90.264849,Datafiniti_2018
LOC-000044,Blake's Lotaburger,Burgers,7520 LOMAS BLVD NE,Albuquerque,NM,87110,US,35.087187,-106.563308,Datafiniti_2018
LOC-000045,Blake's Lotaburger,Burgers,914 N RIVERSIDE DR,EspañOla,NM,87532,US,35.999298,-106.063231,Datafiniti_2018
LOC-000046,Blake's Lotaburger,Burgers,1300 S VALLEY DR,Las Cruces,NM,88005,US,32.292891,-106.785886,Datafiniti_2018
LOC-000047,Blake's Lotaburger,Burgers,3201 ISLETA BLVD SW,Albuquerque,NM,87105,US,35.029942,-106.679801,Datafiniti_2018
LOC-000048,Blake's Lotaburger,Burgers,6600 EDITH BLVD NE,Albuquerque,NM,87113,US,35.151546,-106.623243,Datafiniti_2018
LOC-000049,Belleria Pizzeria,Other Fast Food,3460 S MERIDIAN RD,Youngstown,OH,44511,US,41.065036,-80.711042,Datafiniti_2018
LOC-000050,Dairy Queen,Ice Cream & Dessert,1409 SHORTER AVE SW,Rome,GA,30165,US,34.26817,-85.210892,Datafiniti_2018
LOC-000051,Dairy Queen,Ice Cream & Dessert,2929 TURNER HILL RD,Lithonia,GA,30038,US,33.698426,-84.088812,Datafiniti_2018
LOC-000052,Dairy Queen,Ice Cream & Dessert,425 GLYNN ST N,Fayetteville,GA,30214,US,33.454607,-84.455007,Datafiniti_2018
LOC-000053,Dairy Queen,Ice Cream & Dessert,1234 US HIGHWAY 25 N,Millen,GA,30442,US,32.815758,-81.946782,Datafiniti_2018
LOC-000054,Arby's,Sandwich,13 POSSUM PARK MALL,Newark,DE,19711,US,39.694804,-75.717781,Datafiniti_2018
LOC-000055,Arby's,Other Fast Food,2409 PULASKI HWY,Newark,DE,19702,US,39.605234,-75.745636,Datafiniti_2018
LOC-000056,Arby's,Sandwich,194 BUCKLAND HILLS DR,Manchester,CT,06042,US,41.809433,-72.547832,Datafiniti_2018
LOC-000057,Arby's,Other Fast Food,3410 BRADY ST,Davenport,IA,52806,US,41.554398,-90.56953,Datafiniti_2018
LOC-000058,Arby's,Sandwich,235 COLLINS RD,Cedar Rapids,IA,52402,US,42.02738,-91.63133,Datafiniti_2018
LOC-000059,Arby's,Other Fast Food,1333 EDGEWOOD RD SW,Cedar Rapids,IA,52404,US,41.96451,-91.715588,Datafiniti_2018
LOC-000060,Arby's,Other Fast Food,3313 W BROADWAY,Council Bluffs,IA,51501,US,41.261652,-95.89785,Datafiniti_2018
LOC-000061,Arby's,Other Fast Food,1205 HAWKEYE AVE SW,Le Mars,IA,51031,US,42.778932,-96.185354,Datafiniti_2018
LOC-000062,Arby's,Other Fast Food,5800 GORDON DR,Sioux City,IA,51106,US,42.475146,-96.333838,Datafiniti_2018
LOC-000063,Arby's,Other Fast Food,7241 VISTA DR,West Des Moines,IA,50266,US,41.589598,-93.806935,Datafiniti_2018
LOC-000064,Arby's,Other Fast Food,2500 S CENTER ST,Marshalltown,IA,50158,US,42.016433,-92.911702,Datafiniti_2018
LOC-000065,Dairy Queen,Ice Cream & Dessert,205 US HIGHWAY 1 BYP S,Louisville,GA,30434,US,33.003284,-82.395484,Datafiniti_2018
LOC-000066,McDonald's,Burgers,1401 S MILTON RD,Flagstaff,AZ,86001,US,35.182835,-111.661309,Datafiniti_2018
LOC-000067,Taco Bell,Mexican,1153 PONY EXPRESS HWY,Marysville,KS,66508,US,39.84184,-96.609489,Datafiniti_2018
LOC-000068,Pizza Hut,Pizza,6326 VINEWOOD LN N,Maple Grove,MN,55311,US,45.069208,-93.449856,Datafiniti_2018
LOC-000069,Pizza Hut,Pizza,5501 GRAND AVE,Duluth,MN,55807,US,46.740895,-92.166546,Datafiniti_2018
LOC-000070,Pizza Hut,Pizza,360 HIGHWAY 65 S,Mora,MN,55051,US,45.872863,-93.289729,Datafiniti_2018
LOC-000071,Pizza Hut,Pizza,3131 S KINNICKINNIC AVE,Milwaukee,WI,53207,US,42.987574,-87.883136,Datafiniti_2018
LOC-000072,McDonald's,Burgers,801 E 162ND ST,South Holland,IL,60473,US,41.600808,-87.597576,Datafiniti_2018
LOC-000073,McDonald's,Burgers,4830 DEMPSTER ST,Skokie,IL,60077,US,42.040797,-87.747887,Datafiniti_2018
LOC-000074,McDonald's,Burgers,453 REDINGTON DR,South Elgin,IL,60177,US,41.980387,-88.341977,Datafiniti_2018
LOC-000075,McDonald's,Burgers,1012 W MAIN ST,Shelbyville,IL,62565,US,39.406551,-88.804728,Datafiniti_2018
LOC-000076,McDonald's,Burgers,120 INDIAN SPRINGS DR,Sandwich,IL,60548,US,41.647371,-88.595935,Datafiniti_2018
LOC-000077,McDonald's,Burgers,5195 ELEVATOR RD,Roscoe,IL,61073,US,42.428544,-89.014118,Datafiniti_2018
LOC-000078,McDonald's,Burgers,1775 ALGONQUIN RD,Rolling Meadows,IL,60008,US,42.056292,-88.001244,Datafiniti_2018
LOC-000079,McDonald's,Burgers,3140 KIRCHOFF RD,Rolling Meadows,IL,60008,US,42.078275,-88.019679,Datafiniti_2018
LOC-000080,McDonald's,Burgers,3858 NORTHRIDGE DR,Rockford,IL,61114,US,42.316692,-89.032236,Datafiniti_2018
LOC-000081,Pizza Hut,Pizza,1685 WHITE BEAR AVE N,Saint Paul,MN,55109,US,44.992266,-93.025634,Datafiniti_2018
LOC-000082,Wendy's,Burgers,499 CUMMINGS ST,Abingdon,VA,24210,US,36.703073,-81.974198,Datafiniti_2018
LOC-000083,Dairy Queen,Ice Cream & Dessert,880 W EMPIRE MALL,Sioux Falls,SD,57106,US,43.508201,-96.777607,Datafiniti_2018
LOC-000084,Dairy Queen,Ice Cream & Dessert,1017 S BOONE ST,Aberdeen,WA,98520,US,46.961034,-123.803293,Datafiniti_2018
LOC-000085,Taco Bell,Mexican,3455 S MERIDIAN AVE,Wichita,KS,67217,US,37.631666,-97.370739,Datafiniti_2018
LOC-000086,Taco Bell,Mexican,3725 E HARRY ST,Wichita,KS,67218,US,37.664236,-97.292292,Datafiniti_2018
LOC-000087,Dairy Queen,Ice Cream & Dessert,1 RIORDAN RD,Bella Vista,AR,72714,US,36.445832,-94.239218,Datafiniti_2018
LOC-000088,Wendy's,Burgers,6525 AIRPORT HWY,Holland,OH,43528,US,41.612295,-83.698733,Datafiniti_2018
LOC-000089,Dairy Queen,Ice Cream & Dessert,33 S COUNTRY CLUB DR,Mesa,AZ,85210,US,33.414059,-111.83991,Datafiniti_2018
LOC-000090,Wendy's,Burgers,200 S DETROIT ST,Kenton,OH,43326,US,40.646283,-83.609284,Datafiniti_2018
LOC-000091,Wendy's,Burgers,1003 BUCK RD,Rossford,OH,43460,US,41.586878,-83.557822,Datafiniti_2018
LOC-000092,McDonald's,Burgers,1422 S MAIN ST,Red Bud,IL,62278,US,38.200195,-89.993961,Datafiniti_2018
LOC-000093,Wendy's,Burgers,324 W PERKINS AVE,Sandusky,OH,44870,US,41.432914,-82.703246,Datafiniti_2018
LOC-000094,Jimmy John's,Sandwich,7708 W BELL RD,Glendale,AZ,85308,US,33.638341,-112.225214,Datafiniti_2018
LOC-000095,Jimmy John's,Sandwich,10110 W MCDOWELL RD,Avondale,AZ,85392,US,33.465255,-112.277288,Datafiniti_2018
LOC-000096,Charley's Grilled Subs,Other Fast Food,5256 STATE ROUTE 30,Greensburg,PA,15601,US,40.302975,-79.507789,Datafiniti_2018
LOC-000097,Culver's,Burgers,2600 N GRANDVIEW BLVD,Waukesha,WI,53188,US,43.039984,-88.256459,Datafiniti_2018
LOC-000098,Subway,Sandwich,444 N LAKE ST,Mundelein,IL,60060,US,42.270807,-88.004026,Datafiniti_2018
LOC-000099,Subway,Sandwich,310 N MAIN ST,Moweaqua,IL,62550,US,39.627332,-89.019816,Datafiniti_2018
LOC-000100,Dairy Queen,Ice Cream & Dessert,W7740 STATE ROAD 21 73,Wautoma,WI,54982,US,44.070288,-89.270159,Datafiniti_2018
LOC-000101,El Pollo Loco,Mexican,1701 STORY RD,San Jose,CA,95122,US,37.340322,-121.843105,Datafiniti_2018
LOC-000102,Taco Bell,Mexican,1155 WESTPORT DR,Manhattan,KS,66502,US,39.192208,-96.606664,Datafiniti_2018
LOC-000103,McDonald's,Burgers,2 ENGINEER RD,Granite City,IL,62040,US,38.750418,-90.075818,Datafiniti_2018
LOC-000104,McDonald's,Burgers,524 W WASHINGTON ST,Pittsfield,IL,62363,US,39.606794,-90.812659,Datafiniti_2018
LOC-000105,Taco Bell,Mexican,4903 FENTON RD,Flint,MI,48507,US,42.978149,-83.692894,Datafiniti_2018
LOC-000106,Taco Bell,Mexican,5013 W MAIN ST,Kalamazoo,MI,49009,US,42.296289,-85.648742,Datafiniti_2018
LOC-000107,Taco Bell,Mexican,445 N TELEGRAPH RD,Monroe,MI,48161,US,41.92837,-83.412664,Datafiniti_2018
LOC-000108,Taco Bell,Mexican,4337 W VIENNA RD,Clio,MI,48420,US,43.177609,-83.7663,Datafiniti_2018
LOC-000109,Taco Bell,Mexican,37510 S GRATIOT AVE,Clinton Township,MI,48036,US,42.573164,-82.88906,Datafiniti_2018
LOC-000110,Taco Bell,Mexican,3383 S LINDEN RD,Flint,MI,48507,US,42.97742,-83.772017,Datafiniti_2018
LOC-000111,Taco Bell,Mexican,3321 W CARLETON RD,Hillsdale,MI,49242,US,41.945308,-84.652458,Datafiniti_2018
LOC-000112,Taco Bell,Mexican,3243 PLAINFIELD AVE NE,Grand Rapids,MI,49525,US,43.022212,-85.633188,Datafiniti_2018
LOC-000113,Taco Bell,Mexican,1681 GAUSE BLVD,Slidell,LA,70458,US,30.28468,-89.751666,Datafiniti_2018
LOC-000114,Taco Bell,Mexican,119 AMBASSADOR CAFFERY PKWY,Scott,LA,70583,US,30.243509,-92.066227,Datafiniti_2018
LOC-000115,Taco Bell,Mexican,17297 AIRLINE HWY,Prairieville,LA,70769,US,30.327922,-90.982512,Datafiniti_2018
LOC-000116,Taco Bell,Mexican,10107 W 75TH ST,Overland Park,KS,66204,US,38.992654,-94.703312,Datafiniti_2018
LOC-000117,Taco Bell,Mexican,409 N MAIN ST,Plymouth,MI,48170,US,42.376756,-83.4611,Datafiniti_2018
LOC-000118,Taco Bell,Mexican,4539 S TELEGRAPH RD,Dearborn Heights,MI,48125,US,42.276686,-83.269928,Datafiniti_2018
LOC-000119,Taco Bell,Mexican,5049 NORTHLAND DR NE,Grand Rapids,MI,49525,US,43.053986,-85.579929,Datafiniti_2018
LOC-000120,Taco Bell,Mexican,5301 PORTAGE RD,Portage,MI,49002,US,42.239974,-85.560076,Datafiniti_2018
LOC-000121,McDonald's,Burgers,1017 W MAIN ST,Peoria,IL,61606,US,40.700076,-89.610041,Datafiniti_2018
LOC-000122,McDonald's,Burgers,1576 N RAND RD,Palatine,IL,60074,US,42.137141,-88.019642,Datafiniti_2018
LOC-000123,McDonald's,Burgers,4041 VETERANS DR,Ottawa,IL,61350,US,41.378181,-88.844451,Datafiniti_2018
LOC-000124,McDonald's,Burgers,115 N LEWIS AVE,Oglesby,IL,61348,US,41.296792,-89.078417,Datafiniti_2018
LOC-000125,Firehouse Subs,Other Fast Food,9548 MAIN ST,Fairfax,VA,22031,US,38.841471,-77.273415,Datafiniti_2018
LOC-000126,Subway,Sandwich,2006 TUTTLE CREEK BLVD,Manhattan,KS,66502,US,39.206591,-96.569845,Datafiniti_2018
LOC-000127,Subway,Sandwich,2104 E KANSAS AVE,Mcpherson,KS,67460,US,38.37005,-97.635114,Datafiniti_2018
LOC-000128,Subway,Sandwich,718 MINNESOTA AVE,Kansas City,KS,66101,US,39.115555,-94.627596,Datafiniti_2018
LOC-000129,Taco Bell,Mexican,350 S FEDERAL BLVD,Denver,CO,80219,US,39.710231,-105.025065,Datafiniti_2018
LOC-000130,Taco Bell,Mexican,2310 S BROADWAY,Denver,CO,80210,US,39.674399,-104.987578,Datafiniti_2018
LOC-000131,Taco Bell,Mexican,6584 DIXIE HWY,Clarkston,MI,48346,US,42.716484,-83.413008,Datafiniti_2018
LOC-000132,Taco Bell,Mexican,5634 S CEDAR ST,Lansing,MI,48911,US,42.676132,-84.547546,Datafiniti_2018
LOC-000133,Taco Bell,Mexican,6035 GULL RD,Kalamazoo,MI,49048,US,42.327036,-85.514116,Datafiniti_2018
LOC-000134,Taco Bell,Mexican,537 TECUMSEH ST,Dundee,MI,48131,US,41.958287,-83.667841,Datafiniti_2018
LOC-000135,Subway,Sandwich,7201 S BROADWAY ST,Haysville,KS,67060,US,37.564429,-97.333954,Datafiniti_2018
LOC-000136,Taco Bell,Mexican,11877 E KELLOGG DR,Wichita,KS,67207,US,37.678578,-97.199754,Datafiniti_2018
LOC-000137,Steak 'n Shake,Other Fast Food,7715 N UNIVERSITY ST,Peoria,IL,61614,US,40.781439,-89.622378,Datafiniti_2018
LOC-000138,Burger King,Burgers,10000 LEE ST,Pineville,NC,28134,US,35.08485,-80.885548,Datafiniti_2018
LOC-000139,Taco Bell,Mexican,2307 JOLLY RD,Okemos,MI,48864,US,42.682888,-84.435189,Datafiniti_2018
LOC-000140,Burger King,Burgers,2375 CRAIN HWY,Waldorf,MD,20601,US,38.645521,-76.890608,Datafiniti_2018
LOC-000141,Burger King,Burgers,1009 FALL RIVER AVE,Seekonk,MA,02771,US,41.797165,-71.331077,Datafiniti_2018
LOC-000142,Burger King,Burgers,294 WINTHROP ST,Taunton,MA,02780,US,41.888884,-71.121167,Datafiniti_2018
LOC-000143,Sonic,Burgers,128 S HERVEY ST,Hope,AR,71801,US,33.667517,-93.596737,Datafiniti_2018
LOC-000144,Lion's Choice,Other Fast Food,17294 CHESTERFIELD AIRPORT RD,Chesterfield,MO,63005,US,38.667844,-90.599416,Datafiniti_2018
LOC-000145,High Tech Burrito,Mexican,3452 CAMINO TASSAJARA,Danville,CA,94506,US,37.798745,-121.918343,Datafiniti_2018
LOC-000146,Golden Chick,Other Fast Food,1022 HIGHWAY 377 N,Whitesboro,TX,76273,US,33.638354,-96.90817,Datafiniti_2018
LOC-000147,Golden Chick,Other Fast Food,1741 W OAKLAWN RD,Pleasanton,TX,78064,US,28.945029,-98.505655,Datafiniti_2018
LOC-000148,Golden Chick,Other Fast Food,300 N ALAMO ST,Refugio,TX,78377,US,28.308218,-97.274514,Datafiniti_2018
LOC-000149,Golden Chick,Other Fast Food,101 E MARTIN LUTHER KING DR,San Marcos,TX,78666,US,29.880405,-97.940615,Datafiniti_2018
LOC-000150,Golden Chick,Other Fast Food,4525 GUS THOMASSON RD,Mesquite,TX,75150,US,32.823895,-96.647264,Datafiniti_2018
LOC-000151,Golden Chick,Other Fast Food,3113 NE 2ND ST,Mineral Wells,TX,76067,US,32.810808,-98.0862,Datafiniti_2018
LOC-000152,Golden Chick,Other Fast Food,2813 FORT WORTH HWY,Weatherford,TX,76087,US,32.757579,-97.711056,Datafiniti_2018
LOC-000153,Taco Bell,Mexican,28020 S WIXOM RD,Wixom,MI,48393,US,42.495231,-83.535844,Datafiniti_2018
LOC-000154,Taco Bell,Mexican,25544 GRATIOT AVE,Roseville,MI,48066,US,42.483398,-82.94544,Datafiniti_2018
LOC-000155,Taco Bell,Mexican,12480 W 64TH AVE,Arvada,CO,80004,US,39.812609,-105.138579,Datafiniti_2018
LOC-000156,Taco Bell,Mexican,5325 W 80TH AVE,Arvada,CO,80003,US,39.84214,-105.055702,Datafiniti_2018
LOC-000157,Taco Bell,Mexican,455 PEACHTREE INDUSTRIAL BLVD,Suwanee,GA,30024,US,34.064081,-84.07374,Datafiniti_2018
LOC-000158,Taco Bell,Mexican,1013 HIGHWAY 19 N,Thomaston,GA,30286,US,32.92033,-84.334198,Datafiniti_2018
LOC-000159,Taco Bell,Mexican,5161 S COBB DR SE,Smyrna,GA,30080,US,33.829108,-84.492055,Datafiniti_2018
LOC-000160,Taco Bell,Mexican,4042 POWDER SPRINGS RD,Powder Springs,GA,30127,US,33.859211,-84.67182,Datafiniti_2018
LOC-000161,Taco Bell,Mexican,1301 W SPRING ST,Monroe,GA,30655,US,33.791945,-83.73923,Datafiniti_2018
LOC-000162,Taco Bell,Mexican,1906 COBB PKWY NW,Kennesaw,GA,30152,US,33.99987,-84.589587,Datafiniti_2018
LOC-000163,Golden Chick,Other Fast Food,610 INDIAN TRL,Harker Heights,TX,76548,US,31.077974,-97.655563,Datafiniti_2018
LOC-000164,Taco Bell,Mexican,2517 TOBACCO RD,Hephzibah,GA,30815,US,33.377535,-82.076898,Datafiniti_2018
LOC-000165,Taco Bell,Mexican,1242 CLEVELAND HWY,Dalton,GA,30721,US,34.795375,-84.961621,Datafiniti_2018
LOC-000166,Taco Bell,Mexican,1775 E COLFAX AVE,Denver,CO,80218,US,39.74032,-104.96634,Datafiniti_2018
LOC-000167,Taco Bell,Mexican,3554 S TOWER RD,Aurora,CO,80013,US,39.651549,-104.772375,Datafiniti_2018
LOC-000168,Taco Bell,Mexican,550 ALTER ST,Broomfield,CO,80020,US,39.924477,-105.091411,Datafiniti_2018
LOC-000169,Taco Bell,Mexican,2450 BASELINE RD,Boulder,CO,80305,US,40.000154,-105.262568,Datafiniti_2018
LOC-000170,Taco Bell,Mexican,31305 SOUTHFIELD RD,Franklin,MI,48025,US,42.519366,-83.223408,Datafiniti_2018
LOC-000171,Taco Bell,Mexican,116 HABERSHAM HILLS CIR,Cornelia,GA,30531,US,34.543211,-83.543386,Datafiniti_2018
LOC-000172,Taco Bell,Mexican,190 PACE DRIVE,Trenton,GA,30752,US,34.869993,-85.518875,Datafiniti_2018
LOC-000173,Golden Chick,Other Fast Food,300 N BELL AVE,Denton,TX,76209,US,33.216705,-97.127899,Datafiniti_2018
LOC-000174,Casey's General Store,Other Fast Food,802 W MCCORD ST,Centralia,IL,62801,US,38.532518,-89.147821,Datafiniti_2018
LOC-000175,Jack in the Box,Other Fast Food,16945 SAN FERNANDO MISSION BLVD,Granada Hills,CA,91344,US,34.272181,-118.501071,Datafiniti_2018
LOC-000176,Jack in the Box,Other Fast Food,16311 BEACH BLVD,Huntington Beach,CA,92647,US,33.725436,-117.989704,Datafiniti_2018
LOC-000177,Jack in the Box,Other Fast Food,1595 E FLORIDA AVE,Hemet,CA,92544,US,33.747647,-116.955341,Datafiniti_2018
LOC-000178,Jack in the Box,Other Fast Food,15771 LOS GATOS BLVD,Los Gatos,CA,95032,US,37.239615,-121.961713,Datafiniti_2018
LOC-000179,Jack in the Box,Other Fast Food,1558 W SAN CARLOS ST,San Jose,CA,95126,US,37.323026,-121.91934,Datafiniti_2018
LOC-000180,Wendy's,Burgers,3183 ATLANTIC AVE,Brooklyn,NY,11208,US,40.679939,-73.877963,Datafiniti_2018
LOC-000181,Wendy's,Burgers,9001 DITMAS AVE,Brooklyn,NY,11236,US,40.648098,-73.91473,Datafiniti_2018
LOC-000182,Wendy's,Burgers,19 W 170TH ST,Bronx,NY,10452,US,40.840659,-73.919052,Datafiniti_2018
LOC-000183,Wendy's,Burgers,2140 WESTCHESTER AVE,Bronx,NY,10462,US,40.833993,-73.853065,Datafiniti_2018
LOC-000184,Wendy's,Burgers,170 MAIN ST,Binghamton,NY,13905,US,42.103455,-75.930648,Datafiniti_2018
LOC-000185,Wendy's,Burgers,3200 S VIRGINIA ST,Reno,NV,89502,US,39.494465,-119.797268,Datafiniti_2018
LOC-000186,Wendy's,Burgers,4997 LONGLEY LN,Reno,NV,89502,US,39.477109,-119.765335,Datafiniti_2018
LOC-000187,Wendy's,Burgers,875 W 5TH ST,Reno,NV,89503,US,39.529008,-119.827058,Datafiniti_2018
LOC-000188,Wendy's,Burgers,2889 NORTHTOWNE LN,Reno,NV,89512,US,39.55619,-119.782055,Datafiniti_2018
LOC-000189,Jack in the Box,Other Fast Food,1700 FREEDOM BLVD,Freedom,CA,95019,US,36.932879,-121.770865,Datafiniti_2018
LOC-000190,Jack in the Box,Other Fast Food,1710 MONUMENT BLVD,Concord,CA,94520,US,37.954466,-122.040892,Datafiniti_2018
LOC-000191,Jack in the Box,Other Fast Food,1724 PACIFIC COAST HWY,Lomita,CA,90717,US,33.789463,-118.308361,Datafiniti_2018
LOC-000192,Jack in the Box,Other Fast Food,1730 E EDINGER AVE,Santa Ana,CA,92705,US,33.726551,-117.842459,Datafiniti_2018
LOC-000193,Casey's General Store,Other Fast Food,502 N MAIN ST,Homer,IL,61849,US,40.038757,-87.958058,Datafiniti_2018
LOC-000194,Casey's General Store,Other Fast Food,1305 E MAIN ST,West Frankfort,IL,62896,US,37.898003,-88.91269,Datafiniti_2018
LOC-000195,Parkside Gyros,Other Fast Food,7355 N CLARK ST,Chicago,IL,60626,US,42.014927,-87.674914,Datafiniti_2018
LOC-000196,Taco Bueno,Mexican,1109 N SANTA FE AVE,Oklahoma City,OK,73160,US,35.349343,-97.512171,Datafiniti_2018
LOC-000197,Taco Bueno,Mexican,1042 NW 38TH ST,Lawton,OK,73505,US,34.617624,-98.439987,Datafiniti_2018
LOC-000198,Taco Bueno,Mexican,301 W SHAWNEE ST,Muskogee,OK,74401,US,35.769549,-95.362729,Datafiniti_2018
LOC-000199,Wendy's,Burgers,2519 PARK AVE,Muscatine,IA,52761,US,41.450683,-91.030183,Datafiniti_2018
LOC-000200,Wendy's,Burgers,4935 MERLE HAY RD,Urbandale,IA,50322,US,41.649889,-93.696981,Datafiniti_2018
LOC-000201,Wendy's,Burgers,190 COLLINS RD NE,Cedar Rapids,IA,52402,US,42.023492,-91.619726,Datafiniti_2018
LOC-000202,Wendy's,Burgers,2435 SPRUCE HILLS DR,Bettendorf,IA,52722,US,41.54804,-90.498988,Datafiniti_2018
LOC-000203,Wendy's,Burgers,349 E KAMEHAMEHA AVE,Kahului,HI,96732,US,20.890568,-156.461865,Datafiniti_2018
LOC-000204,Jack in the Box,Other Fast Food,17600 BELLFLOWER BLVD,Bellflower,CA,90706,US,33.872726,-118.124678,Datafiniti_2018
LOC-000205,Jack in the Box,Other Fast Food,17346 W SUNSET BLVD,Pacific Palisades,CA,90272,US,34.040049,-118.553612,Datafiniti_2018
LOC-000206,Jack in the Box,Other Fast Food,17378 MAIN ST,Hesperia,CA,92345,US,34.419034,-117.284486,Datafiniti_2018
